scientific_name,common_name,functional_group,commercial_group,tonnes
Mytilus,Edible sea mussels,Other demersal invertebrates,Molluscs,58313
Ostrea edulis,European flat oyster,Other demersal invertebrates,Molluscs,2945
Concholepas concholepas,False abalone,Other demersal invertebrates,Molluscs,32432
Ostrea,Flat oysters,Other demersal invertebrates,Molluscs,8
Tridacna squamosa,Fluted giant clam,Other demersal invertebrates,Molluscs,2160
Tawera gayi,Gay's little venus,Other demersal invertebrates,Molluscs,111495
Tridacna gigas,Giant clam,Other demersal invertebrates,Molluscs,435
Tridacnidae,Giant clams,Other demersal invertebrates,Molluscs,1092
Tegillarca granosa,Granular ark,Other demersal invertebrates,Molluscs,1102219
Pecten maximus,Great Atlantic scallop,Other demersal invertebrates,Molluscs,474061
Pecten jacobaeus,Great Mediterranean scallop,Other demersal invertebrates,Molluscs,4262
Ruditapes decussatus,Grooved carpet shell,Other demersal invertebrates,Molluscs,3808
Meretrix,Hard clams,Other demersal invertebrates,Molluscs,13649
Cassidae,Helmet shells,Other demersal invertebrates,Molluscs,0
Saccostrea cuccullata,Hooded oyster,Other demersal invertebrates,Molluscs,542
Turbo cornutus,Horned turban,Other demersal invertebrates,Molluscs,298273
Modiolus,Horse mussels,Other demersal invertebrates,Molluscs,1188
Paphia,Indo-Pacific venus clams,Other demersal invertebrates,Molluscs,25892
Ruditapes philippinarum,Japanese carpet shell,Other demersal invertebrates,Molluscs,314220
Meretrix lusoria,Japanese hard clam,Other demersal invertebrates,Molluscs,54145
Mytilus coruscus,Korean mussel,Other demersal invertebrates,Molluscs,36600
Mesodesma donacium,Macha clam,Other demersal invertebrates,Molluscs,243951
Mactridae,Mactra surf clams,Other demersal invertebrates,Molluscs,141134
Crassostrea rhizophorae,Mangrove cupped oyster,Other demersal invertebrates,Molluscs,31082
Tridacna maxima,Maxima clam,Other demersal invertebrates,Molluscs,6365
Mytilus galloprovincialis,Mediterranean mussel,Other demersal invertebrates,Molluscs,7791
Pinctada,Mother of pearl oysters,Other demersal invertebrates,Molluscs,637
Murex,Murex shells,Other demersal invertebrates,Molluscs,3537
Neritidae,Nerites snails,Other demersal invertebrates,Molluscs,1747
Mercenaria mercenaria,Northern quahog,Other demersal invertebrates,Molluscs,29348
Asaphis violascens,Pacific asaphis,Other demersal invertebrates,Molluscs,1439
Argopecten ventricosus,Pacific calico scallop,Other demersal invertebrates,Molluscs,21337
Crassostrea gigas,Pacific cupped oyster,Other demersal invertebrates,Molluscs,1710
Tonna perdix,Pacific partridge tun,Other demersal invertebrates,Molluscs,0
Zygochlamys patagonica,Patagonean scallop,Other demersal invertebrates,Molluscs,597
Haliotis midae,Perlemoen abalone,Other demersal invertebrates,Molluscs,33804
Argopecten purpuratus,Peruvian calico scallop,Other demersal invertebrates,Molluscs,7237
Lobatus gigas,Pink conch,Other demersal invertebrates,Molluscs,206686
Tectus pyramis,Pyramid top,Other demersal invertebrates,Molluscs,0
Aequipecten opercularis,Queen scallop,Other demersal invertebrates,Molluscs,64904
Solen,Razor clams,Other demersal invertebrates,Molluscs,143
Solenidae,"Razor, knife clams",Other demersal invertebrates,Molluscs,1497
Turbo setosus,Rough turban,Other demersal invertebrates,Molluscs,430
Mya arenaria,Sand gaper,Other demersal invertebrates,Molluscs,0
Pectinidae,Scallops,Other demersal invertebrates,Molluscs,7187355
Mytilidae,Sea mussels,Other demersal invertebrates,Molluscs,150446
Gastropoda,Sea snails,Other demersal invertebrates,Molluscs,887024
Callista chione,Smooth callista,Other demersal invertebrates,Molluscs,34
Perna perna,South American rock mussel,Other demersal invertebrates,Molluscs,5039
Hexabranchus sanguineus,Spanish dancer,Other demersal invertebrates,Molluscs,0
Lambis,Spider conches,Other demersal invertebrates,Molluscs,37
Chamelea gallina,Striped venus,Other demersal invertebrates,Molluscs,69079
Strombus,Stromboid conchs,Other demersal invertebrates,Molluscs,1259
Spisula solida,Surf clam,Other demersal invertebrates,Molluscs,3379
Ensis siliqua,Sword razor shell,Other demersal invertebrates,Molluscs,3
Mulinia,Taquilla clams,Other demersal invertebrates,Molluscs,45456
Tellinidae,Tellin clams,Other demersal invertebrates,Molluscs,1698
Tellina,Tellins,Other demersal invertebrates,Molluscs,700
Vasum turbinellum,Top vase,Other demersal invertebrates,Molluscs,0
Tridacna,Tridacnid clams,Other demersal invertebrates,Molluscs,31348
Trochus,Trochus,Other demersal invertebrates,Molluscs,60579
Ostreidae,True oysters,Other demersal invertebrates,Molluscs,4639
Haliotis tuberculata,Tuberculate abalone,Other demersal invertebrates,Molluscs,287
Mimachlamys varia,Variegated scallop,Other demersal invertebrates,Molluscs,9113
Spisula ovalis,Venus clam,Other demersal invertebrates,Molluscs,48
Veneridae,Venus clams,Other demersal invertebrates,Molluscs,1607573
Venus verrucosa,Warty venus,Other demersal invertebrates,Molluscs,15681
Cittarium pica,West Indian top shell,Other demersal invertebrates,Molluscs,45
Buccinum undatum,Whelk,Other demersal invertebrates,Molluscs,34984
Mizuhopecten yessoensis,Yesso scallop,Other demersal invertebrates,Molluscs,4292
Argopecten gibbus,Calico scallop,Other demersal invertebrates,Molluscs,18218
Lambis truncata,Giant spider conch,Other demersal invertebrates,Molluscs,19
Pteriidae,Pearl oysters,Other demersal invertebrates,Molluscs,1698
Strombus luhuanus,Strawberry conch,Other demersal invertebrates,Molluscs,359
Tivela mactroides,Trigonal tivela,Other demersal invertebrates,Molluscs,39406
Busycon,Whelks,Other demersal invertebrates,Molluscs,7
Illex argentinus,Argentine shortfin squid,Cephalopods,Other fishes & inverts,4620
Ommastrephidae,Arrow squids,Cephalopods,Other fishes & inverts,22793
Octopus cyanea,Big blue octopus,Cephalopods,Other fishes & inverts,64162
Sepioteuthis lessoniana,Bigfin reef squid,Cephalopods,Other fishes & inverts,719116
Sepia latimanus,Broadclub cuttlefish,Cephalopods,Other fishes & inverts,3803
Illex coindetii,Broadtail shortfin squid,Cephalopods,Other fishes & inverts,14969
Doryteuthis opalescens,California market squid,Cephalopods,Other fishes & inverts,54297
Sepia officinalis,Common cuttlefish,Cephalopods,Other fishes & inverts,60038
Octopus vulgaris,Common octopus,Cephalopods,Other fishes & inverts,576359
Loliginidae,Common pencil squids,Cephalopods,Other fishes & inverts,6151080
Loligo,Common squids,Cephalopods,Other fishes & inverts,165353
Sepiidae,Cuttlefishes,Cephalopods,Other fishes & inverts,4078375
Sepiida,"Cuttlefishes, bobtail squids",Cephalopods,Other fishes & inverts,2815558
Todarodes sagittatus,European flying squid,Cephalopods,Other fishes & inverts,88947
Loligo vulgaris,European squid,Cephalopods,Other fishes & inverts,0
Eledone cirrhosa,Horned octopus,Cephalopods,Other fishes & inverts,74829
Eledone,"Horned, musky octopuses",Cephalopods,Other fishes & inverts,69299
Todarodes pacificus,Japanese flying squid,Cephalopods,Other fishes & inverts,9273574
Dosidicus gigas,Jumbo flying squid,Cephalopods,Other fishes & inverts,5769189
Octopus maya,Mexican foureyed octopus,Cephalopods,Other fishes & inverts,90774
Ommastrephes bartramii,Neon flying squid,Cephalopods,Other fishes & inverts,0
Octopodidae,Octopuses,Cephalopods,Other fishes & inverts,1207931
Octopoda,"Octopuses, argonauts",Cephalopods,Other fishes & inverts,2233923
Octopus,"Octopuses, pikas",Cephalopods,Other fishes & inverts,108147
Doryteuthis gahi,Patagonian squid,Cephalopods,Other fishes & inverts,425449
Sepia,Sepia cuttlefishes,Cephalopods,Other fishes & inverts,1419170
Teuthida,Squids,Cephalopods,Other fishes & inverts,4689938
Cephalopoda,"Squids, cuttlefishes, octopuses",Cephalopods,Other fishes & inverts,4356693
Loligo forbesii,Veined squid,Cephalopods,Other fishes & inverts,5
Stomolophus,Cannonball jellies,Jellyfish,Other fishes & inverts,411257
Cnidaria,"Cnidarians, coelenterates",Jellyfish,Other fishes & inverts,36
Scyphozoa,True jellyfishes,Jellyfish,Other fishes & inverts,26157728
Lophius piscatorius,Angler,Large bathydemersals (>=90 cm),Other fishes & inverts,71642
Ophidiidae,Cuskeels,Large bathydemersals (>=90 cm),Other fishes & inverts,16429
Genypterus,Genypterid cuskeels,Large bathydemersals (>=90 cm),Other fishes & inverts,10458
Genypterus capensis,Kingklip,Large bathydemersals (>=90 cm),Other fishes & inverts,65590
Genypterus blacodes,Pink cusk-eel,Large bathydemersals (>=90 cm),Other fishes & inverts,115608
Alepisaurus ferox,Long snouted lancetfish,Large bathypelagics (>=90 cm),Other fishes & inverts,847
Lampris guttatus,Opah,Large bathypelagics (>=90 cm),Other fishes & inverts,13148
Chanos chanos,Milkfish,Large benthopelagics (>=90 cm),Other fishes & inverts,491535
Brotula clarkae,Pacific bearded brotula,Large benthopelagics (>=90 cm),Other fishes & inverts,21467
Anguilla rostrata,American eel,Large demersals (>=90 cm),Other fishes & inverts,39
Conger orbignianus,Argentine conger,Large demersals (>=90 cm),Other fishes & inverts,1482
Congridae,"Conger, garden eels",Large demersals (>=90 cm),Other fishes & inverts,198479
Muraenesox,Congers,Large demersals (>=90 cm),Other fishes & inverts,158837
Muraenesox cinereus,Daggertooth pike conger,Large demersals (>=90 cm),Other fishes & inverts,4016091
Miscellaneous diadromous fishes,Diadromous fishes nei,Large demersals (>=90 cm),Other fishes & inverts,0
Anguilliformes,"Eels, morays",Large demersals (>=90 cm),Other fishes & inverts,966724
Conger conger,European conger,Large demersals (>=90 cm),Other fishes & inverts,131655
Anguilla anguilla,European eel,Large demersals (>=90 cm),Other fishes & inverts,7959
Netuma thalassina,Giant catfish,Large demersals (>=90 cm),Other fishes & inverts,2299543
Sciades parkeri,Gillbacker sea catfish,Large demersals (>=90 cm),Other fishes & inverts,139386
Congresox talabonoides,Indian pike conger,Large demersals (>=90 cm),Other fishes & inverts,25801
Petromyzontidae,Lampreys,Large demersals (>=90 cm),Other fishes & inverts,608
Muraenesocidae,Pike congers,Large demersals (>=90 cm),Other fishes & inverts,779123
Petromyzon marinus,Sea lamprey,Large demersals (>=90 cm),Other fishes & inverts,74
Acipenser sturio,Sturgeon,Large demersals (>=90 cm),Other fishes & inverts,161
Conger oceanicus,American conger,Large demersals (>=90 cm),Other fishes & inverts,0
Ablennes hians,Flat needlefish,Large pelagics (>=90 cm),Other fishes & inverts,6633
Tylosurus crocodilus,Hound needlefish,Large pelagics (>=90 cm),Other fishes & inverts,66305
Megalops cyprinoides,Indo-Pacific tarpon,Large pelagics (>=90 cm),Other fishes & inverts,398636
Regalecus glesne,King of herrings,Large pelagics (>=90 cm),Other fishes & inverts,1
Mola mola,Ocean sunfish,Large pelagics (>=90 cm),Other fishes & inverts,1216
Lampris,Opahs,Large pelagics (>=90 cm),Other fishes & inverts,673
Fistularia corneta,Pacific cornetfish,Large pelagics (>=90 cm),Other fishes & inverts,331828
Megalops atlanticus,Tarpon,Large pelagics (>=90 cm),Other fishes & inverts,28947
Tylosurus,Needlefishes,Large pelagics (>=90 cm),Other fishes & inverts,50
Aluterus,Aluterid filefishes,Large reef assoc. fish (>=90 cm),Other fishes & inverts,7921
Ogcocephalus,Batfishes,Large reef assoc. fish (>=90 cm),Other fishes & inverts,91
Fistularia tabacaria,Cornetfish,Large reef assoc. fish (>=90 cm),Other fishes & inverts,746
Muraena helena,Mediterranean moray,Large reef assoc. fish (>=90 cm),Other fishes & inverts,17
Porichthys,Midshipman,Large reef assoc. fish (>=90 cm),Other fishes & inverts,130968
Muraenidae,Moray eels,Large reef assoc. fish (>=90 cm),Other fishes & inverts,40832
Gymnothorax,Morays,Large reef assoc. fish (>=90 cm),Other fishes & inverts,9162
Sphoeroides,Puffers,Large reef assoc. fish (>=90 cm),Other fishes & inverts,113
Tetraodontidae,"Puffers, tobies",Large reef assoc. fish (>=90 cm),Other fishes & inverts,400664
Echidna nebulosa,Snowflake moray,Large reef assoc. fish (>=90 cm),Other fishes & inverts,3803
Gymnothorax moringa,Spotted moray,Large reef assoc. fish (>=90 cm),Other fishes & inverts,885
Batrachoididae,Toadfishes,Large reef assoc. fish (>=90 cm),Other fishes & inverts,23695
Beryx decadactylus,Alfonsino,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,272
Centriscops humerosus,Banded yellowfish,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,1
Lophius gastrophysus,Blackfin goosefish,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,42058
Zeidae,Dories,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,15824
Lophius,Frogfishes,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,148917
Lophiidae,Goosefishes,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,114466
Cyttus traversi,King dory,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,2653
Zenopsis nebulosa,Mirror dory,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,9130
Allocyttus niger,Black oreo,Medium bathypelagics (30 - 89 cm),Other fishes & inverts,102
Hoplostethus atlanticus,Orange roughy,Medium bathypelagics (30 - 89 cm),Other fishes & inverts,64746
Oreosomatidae,Oreos,Medium bathypelagics (30 - 89 cm),Other fishes & inverts,1056
Trachichthyidae,Slimeheads,Medium bathypelagics (30 - 89 cm),Other fishes & inverts,2226
Borostomias antarcticus,Snaggletooth,Medium bathypelagics (30 - 89 cm),Other fishes & inverts,0
Neocyttus rhomboidalis,Spiky oreo,Medium bathypelagics (30 - 89 cm),Other fishes & inverts,6028
Beryx,Alfonsinos,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,3213
Berycidae,"Alfonsinos, redfishes",Medium benthopelagics (30 - 89 cm),Other fishes & inverts,12894
Brotula barbata,Bearded brotula,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,173
Harpadon nehereus,Bombay duck,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,4224291
Balistes capriscus,Grey triggerfish,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,63973
Zeus faber,John dory,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,48776
Hoplostethus mediterraneus mediterraneus,Mediterranean slimehead,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,21
Centroberyx affinis,Redfish,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,41603
Zenopsis conchifer,Silvery John dory,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,625
Pseudocyttus maculatus,Smooth oreo dory,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,5396
Beryx splendens,Splendid alfonsino,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,64672
Genypterus maculatus,Black cuskeel,Medium demersals (30 - 89 cm),Other fishes & inverts,24646
Aspistor quadriscutis,Bressou sea catfish,Medium demersals (30 - 89 cm),Other fishes & inverts,49683
Saurida undosquamis,Brushtooth lizardfish,Medium demersals (30 - 89 cm),Other fishes & inverts,4369
Cyprinidae,"Carps, barbels, other cyprinids",Medium demersals (30 - 89 cm),Other fishes & inverts,0
Siluriformes,Catfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,323189
Bagre bagre,Coco sea catfish,Medium demersals (30 - 89 cm),Other fishes & inverts,73119
Sciades couma,Couma sea catfish,Medium demersals (30 - 89 cm),Other fishes & inverts,24705
Sciades proops,Crucifix sea catfish,Medium demersals (30 - 89 cm),Other fishes & inverts,100184
Lophius vomerinus,Devil anglerfish,Medium demersals (30 - 89 cm),Other fishes & inverts,134786
Marine finfishes not identified,Finfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,18675680
Saurida tumbil,Greater lizardfish,Medium demersals (30 - 89 cm),Other fishes & inverts,917887
Marine groundfishes not identified,Groundfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,160500
Saurida,Lizardfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,2336058
Synodontidae,"Lizardfishes, sauries",Medium demersals (30 - 89 cm),Other fishes & inverts,13211771
Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,113623669
Cyttus novaezealandiae,New Zealand dory,Medium demersals (30 - 89 cm),Other fishes & inverts,2143
Ariidae,"Sea catfishes, coblers",Medium demersals (30 - 89 cm),Other fishes & inverts,5844246
Synodus scituliceps,Shorthead lizardfish,Medium demersals (30 - 89 cm),Other fishes & inverts,238581
Ophichthidae,Snake eels,Medium demersals (30 - 89 cm),Other fishes & inverts,2927
Notarius grandicassis,Thomas sea catfish,Medium demersals (30 - 89 cm),Other fishes & inverts,17488
Aulostomidae,Trumpetfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,517
Galeichthys feliceps,White barbel,Medium demersals (30 - 89 cm),Other fishes & inverts,7780
Conger myriaster,Whitespotted conger,Medium demersals (30 - 89 cm),Other fishes & inverts,296664
Scomberesox saurus saurus,Atlantic saury,Medium pelagics (30 - 89 cm),Other fishes & inverts,153
Hemiramphus brasiliensis,Ballyhoo halfbeak,Medium pelagics (30 - 89 cm),Other fishes & inverts,19970
Belone belone,Garfish,Medium pelagics (30 - 89 cm),Other fishes & inverts,37397
Hemiramphus,Halfbeaks,Medium pelagics (30 - 89 cm),Other fishes & inverts,907132
Hyporhamphus sajori,Japanese halfbeak,Medium pelagics (30 - 89 cm),Other fishes & inverts,14743
Hemiramphus archipelagicus,Jumping halfbeak,Medium pelagics (30 - 89 cm),Other fishes & inverts,79
Elops saurus,Ladyfish,Medium pelagics (30 - 89 cm),Other fishes & inverts,24101
Cheilopogon unicolor,Limpidwing flyingfish,Medium pelagics (30 - 89 cm),Other fishes & inverts,751
Belonidae,"Needlefishes, garfishes",Medium pelagics (30 - 89 cm),Other fishes & inverts,210
Cololabis saira,Pacific saury,Medium pelagics (30 - 89 cm),Other fishes & inverts,10567750
Marine pelagic fishes not identified,Pelagic fishes,Medium pelagics (30 - 89 cm),Other fishes & inverts,2451947
Scomberesocidae,Sauries,Medium pelagics (30 - 89 cm),Other fishes & inverts,7
Lagocephalus laevigatus,Smooth puffer,Medium pelagics (30 - 89 cm),Other fishes & inverts,6401
Albula vulpes,Bonefish,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,705
Albulidae,Bonefishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,2
Ostraciidae,"Box-, cow-, trunkfishes",Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,26664
Plotosus,Eel catfishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,130555
Monacanthidae,Filefishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,2566171
Hemiramphidae,"Halfbeaks, garfishes",Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,992232
Holocentrus rufus,Longspine squirrelfish,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,716
Cantherhines,Mideye spined filefishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,603
Canthidermis sufflamen,Ocean triggerfish,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,747
Diodontidae,"Porcupine-, burrfishes",Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,34248
Diodon,Porcupinefishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,3941
Odonus niger,Redtoothed triggerfish,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,0
Sargocentron spiniferum,Sabre squirrelfish,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,3940
Hyporhamphus,Sea garfishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,5508
Anomalops katoptron,Splitfin flashlightfish,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,0
Diodon hystrix,Spot-fin porcupinefish,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,64
Holocentrus adscensionis,Squirrelfish,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,11699
Plotosus lineatus,Striped eel catfish,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,14622
Balistidae,Triggerfishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,65236
Gymnothorax rueppellii,Banded moray,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,1
Aulostomus chinensis,Chinese trumpetfish,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,20
Melichthys vidua,Pinktail triggerfish,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,0
Arothron hispidus,White-spotted puffer,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,1
Miscellaneous aquatic invertebrates,Aquatic invertebrates,Other demersal invertebrates,Other fishes & inverts,7879420
Stichopus,Boxed sea cucumbers,Other demersal invertebrates,Other fishes & inverts,10033
Bohadschia marmorata,Chalky cucumber,Other demersal invertebrates,Other fishes & inverts,1722
Loxechinus albus,Chilean sea urchin,Other demersal invertebrates,Other fishes & inverts,742632
Holothuriidae,Fleshy sea cucumbers,Other demersal invertebrates,Other fishes & inverts,221336
Toxopneustidae,Flower sea urchins,Other demersal invertebrates,Other fishes & inverts,0
Microcosmus sulcatus,Grooved sea squirt,Other demersal invertebrates,Other fishes & inverts,72
Apostichopus japonicus,Japanese sea cucumber,Other demersal invertebrates,Other fishes & inverts,37372
Holothuria atra,Lollyfish,Other demersal invertebrates,Other fishes & inverts,1727
Holothuria edulis,Pinkfish,Other demersal invertebrates,Other fishes & inverts,1722
Pyura chilensis,Red sea squirt,Other demersal invertebrates,Other fishes & inverts,21653
Holothuroidea,Sea cucumbers,Other demersal invertebrates,Other fishes & inverts,176294
Echinozoa,Sea urchins and sea cucumbers,Other demersal invertebrates,Other fishes & inverts,231
Echinoidea,"Sea urchins, sea hedgehogs",Other demersal invertebrates,Other fishes & inverts,246123
Echinodermata,"Sea urchins, stars, cucumbers",Other demersal invertebrates,Other fishes & inverts,12860
Tripneustes gratilla,Shortspine urchin,Other demersal invertebrates,Other fishes & inverts,16
Strongylocentrotus,Sickle-arched sea urchins,Other demersal invertebrates,Other fishes & inverts,56967
Paracentrotus lividus,Stony sea urchin,Other demersal invertebrates,Other fishes & inverts,3795
Limulus polyphemus,Horseshoe crab,Other demersal invertebrates,Other fishes & inverts,35
Caproidae,Boarfishes,Small bathydemersals (<30 cm),Other fishes & inverts,30201
Paratrachichthys trailli,Sandpaper fish,Small bathypelagics (<30 cm),Other fishes & inverts,0
Centriscidae,"Snipefishes, shrimpfishes",Small benthopelagics (<30 cm),Other fishes & inverts,2165
Atherina boyeri,Bigscale sand smelt,Small demersals (<30 cm),Other fishes & inverts,22613
Capros aper,Boarfish,Small demersals (<30 cm),Other fishes & inverts,17849
Porichthys margaritatus,Daisy midshipman,Small demersals (<30 cm),Other fishes & inverts,3035
Amphiarius phrygiatus,Kukwari sea catfish,Small demersals (<30 cm),Other fishes & inverts,223
Lepophidium brevibarbe,Shortbeard cusk-eel,Small demersals (<30 cm),Other fishes & inverts,467
Stephanolepis cirrhifer,Thread-sail filefish,Small demersals (<30 cm),Other fishes & inverts,104087
Porichthys porosissimus,Toadfish,Small demersals (<30 cm),Other fishes & inverts,23383
Odontesthes regia,Chilean silverside,Small pelagics (<30 cm),Other fishes & inverts,29501
Cypselurus,Cypselurid flyingfishes,Small pelagics (<30 cm),Other fishes & inverts,9182
Zenarchopterus dispar,Feathered river garfish,Small pelagics (<30 cm),Other fishes & inverts,5315
Exocoetidae,Flyingfishes,Small pelagics (<30 cm),Other fishes & inverts,753404
Lampanyctodes hectoris,Hectors lanternfish,Small pelagics (<30 cm),Other fishes & inverts,17464
Clupeiformes,"Herrings, shads, anchovies",Small pelagics (<30 cm),Other fishes & inverts,3748317
Myctophidae,Lanternfishes,Small pelagics (<30 cm),Other fishes & inverts,27
Atherina presbyter,Sand smelt,Small pelagics (<30 cm),Other fishes & inverts,0
Atherinidae,Silversides,Small pelagics (<30 cm),Other fishes & inverts,41009
Myripristis jacobus,Blackbar soldierfish,Small reef assoc. fish (<30 cm),Other fishes & inverts,2480
Myripristis violacea,Lattice soldierfish,Small reef assoc. fish (<30 cm),Other fishes & inverts,766
Neoniphon marianus,Longjaw squirrelfish,Small reef assoc. fish (<30 cm),Other fishes & inverts,320
Corythoichthys intestinalis,Scribbled pipefish,Small reef assoc. fish (<30 cm),Other fishes & inverts,0
Hippocampus,Seahorses,Small reef assoc. fish (<30 cm),Other fishes & inverts,160
Myripristis,Soldierfishes,Small reef assoc. fish (<30 cm),Other fishes & inverts,1416
Holocentridae,"Squirrel-, soldierfishes",Small reef assoc. fish (<30 cm),Other fishes & inverts,92256
Sargocentron,Squirrelfishes,Small reef assoc. fish (<30 cm),Other fishes & inverts,73
Sufflamen bursa,Boomerang triggerfish,Small reef assoc. fish (<30 cm),Other fishes & inverts,0
Myripristis amaena,Brick soldierfish,Small reef assoc. fish (<30 cm),Other fishes & inverts,7
Myripristis kuntee,Shoulderbar soldierfish,Small reef assoc. fish (<30 cm),Other fishes & inverts,0
Myripristis vittata,Whitetip soldierfish,Small reef assoc. fish (<30 cm),Other fishes & inverts,41
Myripristis chryseres,Yellowfin soldierfish,Small reef assoc. fish (<30 cm),Other fishes & inverts,4
Etelis coruscans,Deepwater longtail red snapper,Large bathydemersals (>=90 cm),Perch-likes,3795
Hyporthodus mystacinus,Misty grouper,Large bathydemersals (>=90 cm),Perch-likes,2758
Dissostichus eleginoides,Patagonian toothfish,Large bathydemersals (>=90 cm),Perch-likes,76205
Lepidopus caudatus,Silver scabbardfish,Large bathydemersals (>=90 cm),Perch-likes,202908
Etelis,Snappers,Large bathydemersals (>=90 cm),Perch-likes,22707
Polyprion americanus,Wreckfish,Large bathydemersals (>=90 cm),Perch-likes,3879
Lepidocybium flavobrunneum,Escolar,Large bathypelagics (>=90 cm),Perch-likes,4328
Centrolophus niger,Rudderfish,Large bathypelagics (>=90 cm),Perch-likes,3069
Seriola,Amberjacks,Large benthopelagics (>=90 cm),Perch-likes,388510
Caranx lugubris,Black jack,Large benthopelagics (>=90 cm),Perch-likes,20217
Aphanopus carbo,Black scabbardfish,Large benthopelagics (>=90 cm),Perch-likes,596
Hyperoglyphe antarctica,Bluenose warehou,Large benthopelagics (>=90 cm),Perch-likes,9849
Pagrus caeruleostictus,Bluespotted seabream,Large benthopelagics (>=90 cm),Perch-likes,1421
Dentex dentex,Common dentex,Large benthopelagics (>=90 cm),Perch-likes,22350
Centropomus undecimalis,Common snook,Large benthopelagics (>=90 cm),Perch-likes,63412
Trichiuridae,Cutlassfishes,Large benthopelagics (>=90 cm),Perch-likes,3681104
Mugil cephalus,Flathead grey mullet,Large benthopelagics (>=90 cm),Perch-likes,1806090
Atractoscion aequidens,Geelbeck croaker,Large benthopelagics (>=90 cm),Perch-likes,669
Trichiurus,Hairtails,Large benthopelagics (>=90 cm),Perch-likes,1306257
Trichiurus lepturus,Largehead hairtail,Large benthopelagics (>=90 cm),Perch-likes,17975603
Argyrosomus regius,Meagre,Large benthopelagics (>=90 cm),Perch-likes,43308
Ruvettus pretiosus,Oilfish,Large benthopelagics (>=90 cm),Perch-likes,634272
Rexea solandri,Silver gemfish,Large benthopelagics (>=90 cm),Perch-likes,6863
Gempylidae,Snake mackerels,Large benthopelagics (>=90 cm),Perch-likes,16902
Thyrsites atun,Snoek,Large benthopelagics (>=90 cm),Perch-likes,289627
Dentex,Toothed seabreams,Large benthopelagics (>=90 cm),Perch-likes,487
Totoaba macdonaldi,Totoaba,Large benthopelagics (>=90 cm),Perch-likes,977
Lobotes surinamensis,Tripletail,Large benthopelagics (>=90 cm),Perch-likes,15989
Lithognathus lithognathus,White steenbras,Large benthopelagics (>=90 cm),Perch-likes,24
Seriola lalandi,Yellowtail amberjack,Large benthopelagics (>=90 cm),Perch-likes,1461649
Cynoscion acoupa,Acoupa weakfish,Large demersals (>=90 cm),Perch-likes,360987
Anarhichas lupus,Atlantic wolffish,Large demersals (>=90 cm),Perch-likes,8
Lates calcarifer,Barramundi,Large demersals (>=90 cm),Perch-likes,1976814
Pogonias cromis,Black drum,Large demersals (>=90 cm),Perch-likes,80393
